MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,ZIP,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
35551.0,-2.0,-2.0,-2.0,,,0.3857493857,0.7846,38555,155.0,,0.2383292383,,0.68932038835,0.775,0.204545454545,,0.2905
40322.0,-2.0,-2.0,-2.0,,,0.36,0.7736,37110,80.0,,0.2,,0.715517241379,0.686274509804,,,0.1905
38383.0,-2.0,-2.0,-2.0,,0.0503144654,0.3773584906,0.9592,38301,272.0,,0.178197065,,0.553846153846,0.5375,0.307692307692,,0.1226
37235.0,-2.0,-2.0,-2.0,,0.0457589286,0.5111607143,0.96,37919,264.0,,0.1908482143,,0.290322580645,0.513227513228,0.324137931034,0.76,0.2997
38440.0,1.0,4.0,2.0,17272.0,0.1149370696,0.5620992638,0.7789,37933-0990,420.0,0.0045119924,0.1063880313,0.4419817471,0.250761035008,0.229892336922,0.513718868721,0.224018475751,0.2507
53723.0,19.0,11.0,10.0,23870.0,0.2077649528,0.592864638,0.7936,37315-0370,246.0,,0.0398740818,0.7095343681,0.474956822107,0.361054766734,0.16457960644,0.086021505376,0.0825
45989.0,22.0,10.0,11.0,27350.0,0.1839863714,0.6201022147,0.6099,37303,49.0,,0.132879046,0.647761194,0.339726027397,0.125,0.308176100629,,0.1417
51151.0,17.0,16.0,13.0,25966.0,0.1359056279,0.5809781273,0.7556,37403-2598,1550.0,0.0027033669,0.0562791841,0.6456009913,0.486367281476,0.459704880817,0.188816855754,0.135,0.0961
60249.0,15.0,16.0,15.0,31664.0,0.1712534238,0.5301943394,0.8069,37996,3530.0,0.0015651493,0.0341724273,0.7138253303,0.645588235294,0.617598229109,0.120244246125,0.097520661157,0.0482
44213.0,19.0,13.0,13.0,15952.0,0.1206543967,0.6175869121,0.7439,38238,881.0,0.0040899796,0.0924335378,0.6045156591,0.468982630273,0.468909276249,0.252538930264,0.127035830619,0.1135
19913.0,-2.0,-2.0,-2.0,,0.0532786885,,1.0,37921,36.0,,0.1926229508,,0.790697674419,0.793103448276,,,0.2432
42730.0,16.0,14.0,10.0,21692.0,0.3123793769,0.6611524676,0.9201,37209-1561,767.0,0.0030328095,0.0556934105,0.382414515,0.339467312349,0.309285237141,0.247046186896,0.0825,0.1346
48501.0,16.0,13.0,13.0,19834.0,0.1031240522,0.5007582651,0.7842,38505-0001,1673.0,0.0048528966,0.0579314528,0.7214783074,0.558202247191,0.550229809586,0.214935375778,0.191489361702,0.0808
49378.0,17.0,13.0,12.0,28200.0,0.1416474211,0.675904542,0.8202,37210,446.0,,0.2186297152,0.6811594203,0.516509433962,0.478260869565,0.211143695015,0.221238938053,0.2107
34553.0,4.0,3.0,2.0,17238.0,0.044241573,0.5547752809,0.7711,37617-0246,281.0,0.0045646067,0.1169241573,0.5103244838,0.241496598639,0.19309600863,0.578877887789,0.22380952381,0.2936
44367.0,19.0,11.0,11.0,27208.0,0.2164179104,0.5021321962,0.6684,37743,227.0,,0.1652452026,0.5134228188,0.430555555556,0.389438943894,0.279411764706,0.1875,0.2115
53990.0,17.0,11.0,13.0,36880.0,0.16344294,0.7127659574,0.666,38305-3697,665.0,,0.166344294,0.7366863905,0.638474295191,0.620689655172,0.131481481481,0.22966507177,0.2158
91565.0,15.0,17.0,14.0,60348.0,0.4919678715,0.5281124498,0.8684,37240,1055.0,,,0.8227146814,0.923460898502,,0.061258278146,0.117021276596,0.0021
41150.0,1.0,4.0,2.0,17220.0,0.108652793,0.6210295728,0.7387,37066-3188,452.0,0.0035049288,0.1112814896,0.6490872211,0.219523166892,0.217024041585,0.532719340766,0.184438040346,0.2826
37085.0,1.0,3.0,2.0,17215.0,0.0781600598,0.6331338818,0.8388,37813-6899,401.0,,0.1005983545,0.6052631579,0.252692031587,0.214654282766,0.559366754617,0.263473053892,0.1993
32194.0,9.0,1.0,2.0,9678.0,,,0.4519,38104-7240,22.0,,,,,,,,0.4176
55736.0,17.0,14.0,12.0,40500.0,0.2216252518,0.6118200134,0.8843,79699,474.0,,0.0127602418,0.790513834,0.522262334537,0.514905149051,0.116621983914,0.105571847507,0.0182
45762.0,9.0,3.0,1.0,4010.0,0.0960307298,0.6344430218,0.1537,77511-4898,208.0,0.0102432778,0.1690140845,0.6403508772,0.153013910355,0.108843537415,0.435590969456,0.188976377953,0.2367
41302.0,4.0,4.0,1.0,4704.0,0.0350792888,0.618452667,0.6602,79109,614.0,0.009370495,0.1717924075,0.5324503311,0.26334208224,0.281663516068,0.50197044335,0.200716845878,0.298
37301.0,5.0,2.0,1.0,6150.0,0.0737476809,0.6261595547,0.604,75902-1768,177.0,0.0069573284,0.155380334,,0.105769230769,0.1408,0.549158547387,0.087719298246,0.2348
50116.0,18.0,13.0,11.0,17978.0,0.147108556,0.5607034156,0.7491,76909,723.0,,0.0507270883,0.6790009251,0.39822353812,0.339449541284,0.308700834327,0.11227154047,0.0638
44644.0,22.0,8.0,11.0,17480.0,0.1782945736,0.3643410853,0.7829,76012-3425,33.0,,0.1240310078,0.5666666667,0.282051282051,,0.358490566038,,0.0798
36674.0,-2.0,-2.0,-2.0,,0.0457746479,0.9366197183,1.0,75050-2636,84.0,,0.2007042254,0.2727272727,0.553571428571,0.5,0.374358974359,,0.516
36783.0,22.0,6.0,6.0,20794.0,0.0514285714,0.4632142857,0.2614,77027-9625,239.0,0.0142857143,0.1403571429,0.4742505765,0.24740034662,0.240462427746,0.537058152794,0.081967213115,0.4275
61296.0,21.0,11.0,12.0,44950.0,0.4797441365,0.5053304904,0.9066,75090-4400,108.0,,,0.7653958944,0.678714859438,,0.100401606426,,0.0066
43177.0,14.0,15.0,5.0,10590.0,0.1125548027,0.558947788,0.2799,78752-7000,1607.0,0.0106018334,0.1207652451,0.6225961538,0.163234630994,0.125743645214,0.456369270918,0.130325814536,0.3352
24801.0,-2.0,-2.0,-2.0,,,0.9512195122,1.0,78704-4785,45.0,,0.1414634146,,0.53488372093,0.731707317073,,,0.2927
74220.0,26.0,6.0,5.0,,0.0971428571,0.8171428571,,78229,420.0,,0.3276190476,0.630952381,0.847533632287,0.840579710145,0.056,0.722222222222,0.7087
65793.0,15.0,16.0,12.0,51738.0,0.3019439535,0.6033829841,0.8971,76798,2204.0,0.0032819995,0.0148952285,0.793902439,0.726569217541,0.764912280702,0.064220183486,0.101019462465,0.0206
35086.0,9.0,3.0,1.0,4968.0,0.098351336,0.6077316657,0.2994,78102,,0.0062535532,0.1279135873,,,,0.603513174404,,0.175
46318.0,1.0,5.0,2.0,10940.0,0.155792277,0.5029657426,0.4531,77833-4098,253.0,0.0056893839,0.0395835855,0.6091743119,0.08016397176,0.055478884902,0.395822848515,0.061606160616,0.0984
31349.0,14.0,6.0,10.0,23365.0,0.0484189723,0.7714097497,0.9652,75243,1377.0,0.0081247255,0.1537110233,0.2807665666,0.628140703518,0.599378881988,0.344468135513,0.525073746313,0.6066
35765.0,10.0,1.0,4.0,15240.0,0.0533707865,0.9016853933,0.42,77027,100.0,,0.1011235955,0.6740088106,0.578947368421,0.700934579439,,,0.2409
45910.0,14.0,9.0,5.0,4748.0,0.0461538462,0.5902097902,0.4438,77566,70.0,0.0153846154,0.1748251748,,0.121399176955,0.055555555556,0.486979166667,,0.3052
40995.0,6.0,3.0,1.0,7500.0,0.0563465251,0.5084459459,0.2314,76549-4199,147.0,0.0305260618,0.4799710425,0.544973545,0.029527929283,0.023456790123,0.502616088947,0.03125,0.428
27724.0,-2.0,-2.0,-2.0,,,,1.0,77802,23.0,,,,0.736842105263,,,,0.1739
39092.0,4.0,2.0,1.0,5310.0,0.0982727814,0.5616438356,0.2666,76437,18.0,,0.1739130435,0.3703703704,0.013415892673,,0.519908987486,,0.201
38696.0,9.0,2.0,1.0,5400.0,0.0776699029,0.5755894591,0.256,79226,62.0,0.0138696255,0.1983356449,0.4568965517,0.294247787611,0.238636363636,0.387409200969,0.274193548387,0.164
60883.0,18.0,9.0,11.0,35620.0,0.2170686456,0.6484230056,0.4946,78726,414.0,,0.1623376623,0.6366047745,0.389830508475,0.36443148688,0.157643312102,0.155080213904,0.356
20270.0,-2.0,-2.0,-2.0,,,,1.0,78028-4312,,,0.3157894737,,,,,,0.375
45809.0,6.0,3.0,1.0,7200.0,0.0759027266,0.5760255465,0.2651,76240-4699,336.0,0.0149840334,0.1412429379,0.5551470588,0.141096979332,0.146126760563,0.466892218463,0.167487684729,0.2335
51865.0,16.0,13.0,7.0,20745.0,0.2064528899,0.6254948535,0.7234,78412-5503,1391.0,0.003365004,0.055621536,0.6370633511,0.391234418979,0.300561797753,0.196212121212,0.100486223663,0.1542
28693.0,-2.0,-2.0,-2.0,,0.0654205607,0.953271028,0.7778,75006,178.0,,0.1308411215,0.4456035768,0.695412844037,0.727598566308,0.238731218698,0.682926829268,0.4883
56807.0,17.0,14.0,12.0,35310.0,0.1580524345,0.6104868914,0.7617,75211-9299,603.0,,0.1123595506,0.6216545012,0.51686746988,0.519348268839,0.178623718887,0.152610441767,0.1118
43503.0,22.0,8.0,15.0,20580.0,0.2034883721,0.523255814,0.6579,75234-7299,34.0,,0.0930232558,0.5070422535,0.313043478261,,0.447058823529,,0.2808
45866.0,12.0,1.0,4.0,13200.0,0.0555555556,0.6444444444,0.3141,75227-4314,81.0,,0.1666666667,0.5342465753,0.423076923077,,0.243902439024,,0.7042
58285.0,18.0,11.0,12.0,48000.0,0.4223968566,0.5697445972,0.8996,75062-4736,222.0,,,0.8511450382,0.636666666667,,0.068181818182,,0.018
38656.0,7.0,3.0,1.0,5990.0,0.0649885584,0.585812357,0.2629,78404-3897,394.0,0.0080091533,0.1389016018,0.572519084,0.1546875,0.142857142857,0.526073619632,0.120622568093,0.3196
52788.0,20.0,11.0,10.0,28910.0,0.200498132,0.4719800747,0.7843,75670-1498,184.0,,0.0348692403,0.7238493724,0.319047619048,0.342776203966,0.140786749482,0.213740458015,0.0671
45515.0,19.0,9.0,7.0,20659.0,0.0894687791,0.6505125815,0.4744,75503,389.0,,0.238583411,0.584375,0.475446428571,0.350943396226,0.157986111111,0.254545454545,0.3296
50296.0,17.0,13.0,7.0,22266.0,0.1789301565,0.631394534,0.424,75428,1550.0,0.007474889,0.1749591217,0.5153521975,0.494939759036,0.39751552795,0.230034722222,0.21129707113,0.29
41714.0,6.0,5.0,1.0,6000.0,0.2005842259,0.7239532619,0.2548,75215-3604,1332.0,0.0065725414,0.1156280428,,0.11677028535,0.153943789665,0.471831659493,0.117647058824,0.2577
35212.0,1.0,5.0,1.0,5314.0,0.0676497542,0.551612097,0.4765,79925-6507,385.0,0.0053320003,0.1388819462,0.5023584906,0.188866219761,0.168367346939,0.512160228898,0.144171779141,0.196
36156.0,14.0,6.0,11.0,,0.0197649573,0.2959401709,0.6331,79924,467.0,0.0251068376,0.3146367521,0.2800632911,0.667064439141,0.796703296703,0.210399032648,0.682926829268,0.7827
36156.0,14.0,9.0,10.0,,0.0197649573,0.2959401709,0.4477,79927,467.0,0.0251068376,0.3146367521,0.2800632911,0.667064439141,0.796703296703,0.210399032648,0.682926829268,0.5526
20397.0,-2.0,-2.0,-2.0,,,,0.9231,79109-3208,,,,,0.5,,,,0.4118
33415.0,22.0,6.0,7.0,20794.0,0.0516637478,0.5718038529,0.2887,75231-5993,256.0,0.0227670753,0.1068301226,0.3629893238,0.258096497026,0.239520958084,0.461462450593,0.168032786885,0.4848
22139.0,-2.0,-2.0,-2.0,,,,0.875,76116,21.0,,0.3163265306,0.2702702703,0.52380952381,,,,0.4407
37179.0,3.0,2.0,1.0,4882.0,0.0919324578,0.5703564728,0.575,79008-5118,50.0,,0.1669793621,0.4615384615,0.237762237762,0.30612244898,0.360153256705,,0.1154
37233.0,8.0,2.0,1.0,5726.0,0.087431694,0.5901639344,0.4512,77550-7496,159.0,0.0232240437,0.0983606557,0.3719008264,0.29284164859,0.262857142857,0.430079155673,0.206896551724,0.3492
40873.0,8.0,3.0,1.0,5692.0,0.0532915361,0.5971786834,0.4194,75020-8299,293.0,0.0161964472,0.2053291536,0.4759916493,0.208365608056,0.206611570248,0.494163424125,0.225225225225,0.2798
40183.0,22.0,6.0,15.0,,0.0424469413,0.3233458177,0.4358,78251,287.0,0.0436953808,0.3196004994,0.3689320388,0.520153550864,0.621848739496,0.271028037383,0.540983606557,0.6555
54771.0,17.0,11.0,10.0,31686.0,0.1594936709,0.5303797468,0.8154,79698-0001,273.0,,0.0708860759,0.7358916479,0.530092592593,0.488764044944,0.21186440678,0.128378378378,0.0549
38567.0,4.0,3.0,1.0,5970.0,0.0939620081,0.6272048847,0.3621,75751,306.0,0.0071234735,0.1743554953,0.4340527578,0.272112676056,0.299734748011,0.423566878981,0.337142857143,0.2478
39572.0,3.0,3.0,1.0,4720.0,0.0860585198,0.6167527252,0.5708,76645,130.0,0.0068846816,0.1830177854,0.3840304183,0.189640768588,0.253796095445,0.3706377858,0.161290322581,0.1908
55933.0,18.0,10.0,9.0,36750.0,0.2950819672,0.6459016393,0.6806,77074-3298,404.0,,0.0696721311,0.7049608355,0.453521126761,0.399185336049,0.166666666667,0.151351351351,0.1522
59004.0,17.0,12.0,5.0,20994.0,0.0827759197,0.6814381271,0.208,77058-1002,1269.0,0.0091973244,0.2061036789,0.5978835979,0.691756272401,0.606884057971,0.141762452107,0.254071661238,0.4289
39254.0,1.0,5.0,1.0,5460.0,0.1327804237,0.5942272951,0.3507,77002,1111.0,0.0073493184,0.1243225489,0.3841131665,0.143000286287,0.130862961108,0.486627301146,0.106370192308,0.3921
53551.0,18.0,12.0,5.0,17524.0,0.1546909903,0.6537602383,0.3594,77002-1014,2508.0,0.0067014147,0.1546909903,0.5496804184,0.476909671798,0.404272801972,0.173314993122,0.3,0.4644
54467.0,18.0,13.0,5.0,16941.0,0.1815920398,0.6554726368,0.2882,77901,544.0,0.0074626866,0.1934079602,0.6797385621,0.449353448276,0.318059299191,0.225563909774,0.276595744681,0.4738
62377.0,15.0,15.0,9.0,21891.0,0.1659192825,0.5257100149,0.5108,77204-2018,5716.0,0.0040358744,0.0608370703,0.7062987838,0.602028937303,0.53480841878,0.132084710491,0.17574147853,0.13
38382.0,6.0,2.0,1.0,5730.0,0.0692015209,0.6570342205,0.6074,79720,256.0,0.0076045627,0.1794676806,0.5100671141,0.256837098692,0.308641975309,0.444137931034,0.315789473684,0.1625
48376.0,22.0,8.0,15.0,31650.0,0.2172011662,0.3906705539,0.7647,76801-2794,106.0,,0.0466472303,0.6798029557,0.357142857143,0.314381270903,0.296529968454,,0.0823
42937.0,22.0,10.0,11.0,14703.0,0.247706422,0.5871559633,0.6596,78702-2795,38.0,,0.0948012232,0.3170731707,,,0.283950617284,,0.3592
56733.0,17.0,12.0,11.0,34400.0,0.1942342342,0.6407207207,0.7103,78209,1033.0,0.0068468468,0.2172972973,0.5089992801,0.524249422633,0.510303030303,0.195721077655,0.158064516129,0.2615
38885.0,3.0,1.0,2.0,7150.0,0.1417322835,0.6141732283,0.8496,75766-4759,,,0.0708661417,,0.285714285714,,0.333333333333,,0.065
32992.0,22.0,7.0,7.0,11720.0,0.2418604651,0.5162790698,0.7626,75765-1470,59.0,,0.0279069767,0.2361111111,0.188405797101,0.210374639769,0.438095238095,,0.2372
30187.0,12.0,1.0,4.0,16850.0,0.0914634146,0.4451219512,0.3509,75207,22.0,,0.0914634146,0.2892561983,0.574074074074,0.571428571429,,,0.3761
37975.0,5.0,3.0,2.0,5256.0,0.0859649123,0.5421052632,0.6164,75662-3299,226.0,0.0105263158,0.1392982456,0.4503703704,0.295950155763,0.20245398773,0.460895975702,0.175531914894,0.2279
49652.0,17.0,13.0,5.0,18482.0,0.1479157329,0.653966831,0.6106,77705,1732.0,0.0042581802,0.1687584043,0.5645067134,0.32023911187,0.259207783183,0.234100135318,0.146929824561,0.255
36587.0,8.0,2.0,1.0,13824.0,0.0657327586,0.724137931,0.5293,77630,175.0,,0.1422413793,0.5079365079,0.3066439523,0.256,0.381546134663,0.290909090909,0.2801
37120.0,7.0,2.0,1.0,7890.0,0.0713536201,0.5949632739,0.3776,77640,29.0,0.0104931794,0.1122770199,0.4180327869,0.259574468085,0.116465863454,0.567375886525,,0.263
17986.0,-2.0,-2.0,-2.0,,,0.8871794872,1.0,78040,,,0.1846153846,,0.45045045045,0.614035087719,,,0.2823
33934.0,14.0,12.0,5.0,5748.0,0.0593368237,0.5263026677,0.6072,78040-4395,281.0,0.0047369733,0.0573423087,0.4608695652,0.223559759243,0.224418604651,0.587108827651,0.196347031963,0.1365
48386.0,18.0,12.0,11.0,19382.0,0.1668270773,0.6114854026,0.715,78041-1900,883.0,,0.0513314084,0.6283595922,0.539067629678,0.489477786438,0.181573275862,0.177083333333,0.1437
42178.0,7.0,3.0,1.0,4302.0,0.0542495479,0.4715189873,0.1973,77520,205.0,0.0311934901,0.1487341772,0.5454545455,0.2490234375,0.183770883055,0.474166666667,0.186046511628,0.2917
57103.0,19.0,10.0,8.0,34470.0,0.1394129979,0.5167714885,0.7401,75602,370.0,,0.2421383648,0.6132858837,0.464419475655,0.602362204724,0.197125256674,0.087719298246,0.1157
46396.0,11.0,2.0,4.0,,0.0230352304,0.0790747193,0.9883,75052,4019.0,0.016453736,0.1119821913,0.4795890031,0.61568627451,0.699413036762,0.295415224913,0.672222222222,0.3482
53787.0,19.0,10.0,11.0,26300.0,0.0906892382,0.6372430472,0.6587,79407-2099,325.0,,0.1584038694,0.6375838926,0.590799031477,0.472789115646,0.206161137441,0.179310344828,0.1299
39639.0,6.0,3.0,1.0,3873.0,0.0718512257,0.6331360947,0.3512,77591-2499,219.0,0.0118343195,0.1597633136,0.4605263158,0.238784370478,0.242647058824,0.442810457516,,0.2654
56132.0,17.0,14.0,11.0,31950.0,0.2236917769,0.6331224842,0.7966,76513-2599,613.0,0.0057504313,0.1161587119,0.68723099,0.520971302428,0.485254691689,0.142707240294,0.142405063291,0.1011
39163.0,3.0,3.0,1.0,5910.0,0.0821437516,0.6548960681,0.5029,76708,197.0,0.0060105184,0.1430002504,0.4283887468,0.229550321199,0.161055505005,0.488221709007,0.123167155425,0.2861
48779.0,22.0,8.0,11.0,30422.0,0.2471590909,0.4303977273,0.6937,79697,150.0,,0.0965909091,0.6016949153,0.381538461538,0.312292358804,0.188524590164,0.153846153846,0.1804
78724.0,-2.0,-2.0,-2.0,,0.0456273764,0.8365019011,,79407,125.0,,0.2091254753,0.6121212121,,,,,0.4297
43958.0,14.0,9.0,5.0,5880.0,0.0613349369,0.6422128683,0.5329,79705,106.0,0.0078171978,0.1852074564,0.5833333333,0.18,0.174863387978,0.546204620462,,0.2504
55747.0,18.0,13.0,7.0,12183.0,0.1682444062,0.5839070568,0.6174,76308-2099,1057.0,0.0051635112,0.1226333907,0.6448942042,0.517498138496,0.426978818283,0.20486366986,0.158075601375,0.314
23040.0,-2.0,-2.0,-2.0,,,,1.0,78130-8216,,,,,,,,,0.3393
36657.0,22.0,6.0,7.0,17132.0,,0.8303030303,0.2059,75207,29.0,,,0.25,0.551020408163,0.588235294118,0.365079365079,,0.4907
27035.0,13.0,2.0,4.0,,0.0342538102,0.6389014637,1.0,78744,1511.0,0.0098083597,0.2058246567,0.1898366606,0.58345323741,0.644155844156,0.286928487691,0.661157024793,0.6555
26381.0,-2.0,-2.0,-2.0,,,,1.0,75061-4235,107.0,,0.1654929577,0.4098360656,0.478405315615,0.633027522936,0.30447761194,,0.4545
38716.0,4.0,3.0,1.0,6368.0,0.1491082045,0.5719381688,0.6034,75110,258.0,0.0042806183,0.114863258,0.3759398496,0.162075592569,0.162689804772,0.466059225513,0.145454545455,0.1721
42466.0,2.0,5.0,1.0,8070.0,0.1025348903,0.6170810107,0.3964,77381-4399,1281.0,0.0084225088,0.1273955324,0.5045417011,0.133152909337,0.14625,0.50752950753,0.131076923077,0.2239
57010.0,15.0,15.0,13.0,20932.0,0.1743682595,0.5485318429,0.5978,76203-1277,5883.0,0.0048807368,0.0583326773,0.6289317733,0.566908992999,0.540482573727,0.167478091529,0.185102586976,0.152
37870.0,5.0,2.0,2.0,6449.0,0.0612382234,0.6177658143,0.561,75455,166.0,0.0087483176,0.1985195155,0.4316939891,0.270042194093,0.309734513274,0.477401129944,0.15625,0.2327
53474.0,-2.0,-2.0,-2.0,,,0.0637362637,1.0,77099,133.0,0.0989010989,0.2263736264,0.4773584906,0.885017421603,,,,0.4253
42026.0,6.0,3.0,1.0,4566.0,0.0738461538,0.6343589744,0.4082,79764,160.0,0.0056410256,0.1979487179,0.6266666667,0.208920187793,0.172236503856,0.559574468085,0.1875,0.2592
31055.0,-2.0,-2.0,-2.0,,0.0638297872,0.9557446809,0.5294,76013,216.0,0.0085106383,0.1829787234,0.3516260163,0.638429752066,0.729613733906,0.247734138973,0.705263157895,0.507
26885.0,-2.0,-2.0,-2.0,,0.0763022744,0.9508437271,0.498,76132-3638,242.0,0.0095377843,0.1540719002,0.3385049365,0.628404669261,0.687272727273,0.271637816245,0.656862745098,0.4734
48675.0,17.0,10.0,11.0,31124.0,0.2860520095,0.6926713948,0.6776,78207-4689,206.0,,0.0969267139,0.4765784114,0.475836431227,0.356164383562,0.203187250996,0.239130434783,0.1709
49620.0,16.0,15.0,7.0,19333.0,0.1631691649,0.5758743754,0.6397,78539-2999,3157.0,0.0045681656,0.0862955032,0.5686619718,0.501915708812,0.477079796265,0.202077584808,0.138364779874,0.1624
41900.0,3.0,3.0,1.0,4948.0,0.1551493535,0.551047704,0.4437,78520,181.0,0.0044583148,0.0842621489,0.4803978935,0.146425495263,0.231901840491,0.434514637904,0.232,0.1036
36072.0,5.0,2.0,1.0,4896.0,0.0807799443,0.7493036212,0.5614,75633-2397,,,0.1838440111,0.6054054054,0.215909090909,0.166666666667,0.598571428571,,0.2296
36515.0,3.0,3.0,1.0,5520.0,0.0787172012,0.5966958212,0.5892,75460,171.0,0.0077745384,0.1550048591,0.4191419142,0.20446615492,0.142857142857,0.34555984556,0.134920634921,0.1897
29288.0,22.0,8.0,11.0,13798.0,0.2473572939,0.5644820296,0.364,75241,,,0.0317124736,0.34375,0.083916083916,,0.364485981308,,0.2135
45411.0,16.0,14.0,10.0,26874.0,0.3241924239,0.6100395073,0.7023,77446,888.0,0.00232396,0.0332326284,0.4203470032,0.379797979798,0.308064516129,0.224054706356,0.065286624204,0.0701
35552.0,1.0,2.0,2.0,8350.0,0.1135678392,0.591959799,0.2657,76470,116.0,,0.1477386935,0.4186046512,0.224699828473,0.256578947368,0.308333333333,0.308510638298,0.0831
58327.0,-2.0,-2.0,-2.0,16757.0,0.0359897172,0.0951156812,1.0,77061,120.0,0.0257069409,0.2519280206,0.4432989691,0.598901098901,0.694915254237,0.266272189349,,0.5246
89718.0,15.0,14.0,14.0,54960.0,0.4739336493,0.4518167457,0.9725,77005-1827,517.0,,,0.8827160494,0.902506963788,,0.067357512953,0.04979253112,0.004
58826.0,18.0,14.0,11.0,50766.0,0.4167190446,0.6216216216,0.7477,78704-6489,581.0,,0.0408548083,0.6669658887,0.607142857143,0.612573099415,0.121506682868,0.174216027875,0.0815
38224.0,6.0,4.0,1.0,14272.0,0.1022727273,0.5737179487,0.1861,78203-2098,356.0,0.0064102564,0.1870629371,0.484939759,0.18335089568,0.147651006711,0.454384932313,0.101694915254,0.3287
59224.0,17.0,9.0,11.0,32484.0,0.3125,0.7171052632,0.7202,77006-4696,291.0,,0.0805921053,0.6456953642,0.598006644518,0.512711864407,0.079487179487,0.158415841584,0.3142
54211.0,16.0,15.0,7.0,18752.0,0.156400573,0.6614142466,0.5919,77340,3416.0,0.0070321656,0.0694100794,0.6706120092,0.6,0.542788749252,0.14541788035,0.181733457596,0.1623
39711.0,2.0,4.0,1.0,14272.0,0.1257692738,0.6006489874,0.3189,78212-3941,357.0,0.0081682891,0.1584424303,0.4547461369,0.139547917056,0.101002004008,0.397417840376,0.06890459364,0.3557
43062.0,8.0,5.0,1.0,5040.0,0.096220728,0.5978437283,0.5195,77505,926.0,0.0086946441,0.1221887317,0.4805194805,0.221001440922,0.243728940472,0.441680356724,0.242171189979,0.2299
52228.0,20.0,11.0,10.0,35614.0,0.2363367799,0.6041358936,0.8532,78028-5697,221.0,,0.1093057607,0.6327868852,0.48275862069,0.40221402214,0.166259168704,0.160377358491,0.1042
21891.0,-2.0,-2.0,-2.0,,,,1.0,78155,,,,0.52,0.519230769231,,,,0.5
56955.0,18.0,14.0,12.0,35226.0,0.4667328699,0.5690168818,0.8574,78228,273.0,,0.0168818272,0.5747508306,0.581034482759,0.543032786885,0.142367066895,0.146892655367,0.0583
41276.0,1.0,4.0,2.0,4857.0,0.0669586984,0.5534000834,0.6295,79336,135.0,0.0064664164,0.0969962453,0.4779050736,0.157573289902,0.146401985112,0.554109031733,,0.2447
25734.0,-2.0,-2.0,-2.0,,,,1.0,78415,,,,,,,,,0.7857
29737.0,-2.0,-2.0,-2.0,,0.0471976401,0.6558505408,0.9291,78599,,,0.1740412979,0.1741071429,0.751503006012,0.763636363636,0.211851851852,,0.3072
31102.0,-2.0,-2.0,-2.0,,0.0242621764,0.5105920695,0.9835,78503,3186.0,0.0219083831,0.2455187398,0.3793103448,0.465039352116,0.526595744681,0.420002433386,0.481843575419,0.3288
78354.0,16.0,17.0,14.0,61980.0,0.527702089,0.5095367847,0.8574,75275-0221,921.0,,0.025431426,0.7826576577,0.70385126162,0.617647058824,0.067656765677,0.099715099715,0.0195
24251.0,-2.0,-2.0,-2.0,,,0.9047619048,1.0,78221-0138,21.0,,0.2010582011,,0.771929824561,,,,0.3684
35563.0,3.0,3.0,1.0,5886.0,0.0769532784,0.5614448371,0.5256,78801-6297,93.0,0.005104044,0.0926580291,0.4514925373,0.288199697428,0.248853211009,0.447678992919,0.133858267717,0.1268
46238.0,20.0,11.0,11.0,17782.0,0.1365217391,0.4973913043,0.6697,75165,223.0,,0.1608695652,0.6212121212,0.391843971631,0.358395989975,0.282094594595,0.091463414634,0.2008
56878.0,21.0,11.0,12.0,48650.0,0.4800796813,0.5737051793,0.9218,78626,166.0,,0.0239043825,0.7533783784,0.635616438356,,0.07196969697,,0.0266
49634.0,18.0,16.0,11.0,21616.0,0.1710838608,0.6564477848,0.7172,75961,1976.0,0.0027689873,0.0611155063,0.6372785829,0.53988657845,0.506227758007,0.160516605166,0.135430916553,0.1151
56906.0,16.0,15.0,9.0,22559.0,0.1864748401,0.6008479288,0.7087,78666,6190.0,0.0029886016,0.0375312761,0.6256501951,0.598079200105,0.509453940402,0.156238244514,0.148756660746,0.1179
52946.0,22.0,7.0,11.0,24060.0,0.1815920398,0.5696517413,0.7785,76059,121.0,,0.1119402985,0.6285714286,0.444444444444,0.383233532934,0.188888888889,,0.1516
32672.0,14.0,8.0,10.0,12030.0,0.2255639098,0.5112781955,0.7708,75160-4812,,,,,0.224137931034,,0.183333333333,,0.0761
41871.0,18.0,10.0,7.0,17441.0,0.1444780635,0.5453857791,0.4928,79832,270.0,,0.1059001513,0.4968944099,0.135566188198,0.230290456432,0.29475308642,0.174311926606,0.2966
53040.0,16.0,16.0,7.0,17640.0,0.1262531861,0.6463891249,0.5986,76401-0000,2170.0,0.0040781648,0.1213254036,0.6273323248,0.482500747831,0.474070450098,0.175278622087,0.189705882353,0.1976
42727.0,1.0,5.0,1.0,8235.0,0.1114778938,0.6030629363,0.2653,76102,849.0,0.0090372856,0.1333946642,0.4900314795,0.188061233216,0.153598713309,0.489284571916,0.104033970276,0.2812
